search query,urls,channel name,channel id,subscribers,response,email,status
productivity tips,https://www.youtube.com/@EverydayVibesOfPositivity,Everyday Vibes,/@EverydayVibesOfPositivity,10.0,200.0,no,fail
productivity tips,https://www.youtube.com/@TheTop5LifeHacks,The Top 5 Life Hacks,/@TheTop5LifeHacks,7.0,200.0,no,fail
productivity tips,https://www.youtube.com/@MindYourOwnRevisions,Özgün Ünver - Mind Your Own Revisions,/@MindYourOwnRevisions,39.0,200.0,no,fail
productivity tips,https://www.youtube.com/@fluentforfinance,Fluent in Finance,/@fluentforfinance,551.0,200.0,no,fail
productivity tips,https://www.youtube.com/@MicroConf,MicroConf,/@MicroConf,62400.0,200.0,no,fail
productivity tips,https://www.youtube.com/@brighterminds-dn2cu,Brighter Minds,/@brighterminds-dn2cu,1260.0,200.0,no,fail
productivity tips,https://www.youtube.com/@WordsWithKelsea,Words with Kelsea,/@WordsWithKelsea,200.0,200.0,no,fail
productivity tips,https://www.youtube.com/@OfficialSFBen,Salesforce Ben,/@OfficialSFBen,11600.0,200.0,no,fail
productivity tips,https://www.youtube.com/@hustlewithjeet,Hustle with Jeet,/@hustlewithjeet,229.0,200.0,no,fail
productivity tips,https://www.youtube.com/@remoteromina,Remote Romina,/@remoteromina,218.0,200.0,no,fail
productivity tips,https://www.youtube.com/@AskYvi,Yvonne @Ask Yvi,/@AskYvi,6280.0,200.0,no,fail
productivity tips,https://www.youtube.com/@VickiMarieLivingLife,Vicki Marie Living Life,/@VickiMarieLivingLife,1170.0,200.0,no,fail
productivity tips,https://www.youtube.com/@drawioapp,draw.io,/@drawioapp,14400.0,200.0,no,fail
productivity tips,https://www.youtube.com/@MikeBSalazar,Mike B Salazar,/@MikeBSalazar,2900.0,200.0,no,fail
productivity tips,https://www.youtube.com/@Patrick100,Patrick100,/@Patrick100,37500.0,200.0,no,fail
productivity tips,https://www.youtube.com/@anniedube,Annie Dubé,/@anniedube,,404.0,,
productivity tips,https://www.youtube.com/@HappyHomemakingwithAmrita,Happy Homemaking,/@HappyHomemakingwithAmrita,63400.0,200.0,no,fail
productivity tips,https://www.youtube.com/@EdisBabahmetovic,Edis Babahmetovic,/@EdisBabahmetovic,168.0,200.0,no,fail
productivity tips,https://www.youtube.com/@pakistanivloggerlifeinuk5857,Pakistani vlogger life In Uk,/@pakistanivloggerlifeinuk5857,213.0,200.0,no,fail
productivity tips,https://www.youtube.com/@stacykonkle,Stacy Konkle,/@stacykonkle,,200.0,no,fail
productivity tips,https://www.youtube.com/@alyssamahin8108,Level Up with Alyssa Mahin,/@alyssamahin8108,33.0,200.0,no,fail
productivity tips,https://www.youtube.com/@saeshell,saeshell,/@saeshell,33000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@ColleenMStoryteller,Colleen M. Story,/@ColleenMStoryteller,197.0,200.0,no,fail
productivity tips,https://www.youtube.com/@MomentsWithNonye,MomentsWithNonye,/@MomentsWithNonye,151.0,200.0,no,fail
productivity tips,https://www.youtube.com/@holbrooksworld,Steve Holbrook,/@holbrooksworld,5240.0,200.0,no,fail
productivity tips,https://www.youtube.com/@awuraaspeaks,Awuraa Speaks,/@awuraaspeaks,498.0,200.0,no,fail
productivity tips,https://www.youtube.com/@marknissen6638,Mark Nissen,/@marknissen6638,35.0,200.0,no,fail
productivity tips,https://www.youtube.com/@InspirationPower-yn6pg,InspirationPower,/@InspirationPower-yn6pg,8.0,200.0,no,fail
productivity tips,https://www.youtube.com/@EleftheriaBarbagianni,Eleftheria Barbagianni,/@EleftheriaBarbagianni,211.0,200.0,no,fail
productivity tips,https://www.youtube.com/@zen_tales.,ZenTales,/@zen_tales.,9.0,200.0,no,fail
productivity tips,https://www.youtube.com/@bigbadbuilderllc,Big Bad Builder LLC,/@bigbadbuilderllc,2220.0,200.0,no,fail
productivity tips,https://www.youtube.com/@HasenH,Hasen,/@HasenH,185.0,200.0,no,fail
productivity tips,https://www.youtube.com/@reflect-notes,Reflect notes,/@reflect-notes,1270.0,200.0,no,fail
productivity tips,https://www.youtube.com/@BetterCreating,Better Creating,/@BetterCreating,93900.0,200.0,no,fail
productivity tips,https://www.youtube.com/@LucasWilsonOfficial,Lucas Wilson,/@LucasWilsonOfficial,874.0,200.0,no,fail
productivity tips,https://www.youtube.com/@EdwinDela,Edwin Dela,/@EdwinDela,3140.0,200.0,no,fail
productivity tips,https://www.youtube.com/@HomeDecorInspiration,Home Decor Inspiration,/@HomeDecorInspiration,652.0,200.0,no,fail
productivity tips,https://www.youtube.com/@Brianna_Traynor,Brianna Traynor,/@Brianna_Traynor,43100.0,200.0,no,fail
productivity tips,https://www.youtube.com/@AmyTV,Amy Landino,/@AmyTV,407000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@buildwithboundaries,Build with Boundaries,/@buildwithboundaries,66.0,200.0,no,fail
productivity tips,https://www.youtube.com/@DevelopGoodHabits1,Develop Good Habits,/@DevelopGoodHabits1,33800.0,200.0,no,fail
productivity tips,https://www.youtube.com/@rmogha,Rashim Mogha,/@rmogha,1420.0,200.0,no,fail
productivity tips,https://www.youtube.com/@LifeMastery_Channel,Life Mastery Channel,/@LifeMastery_Channel,5.0,200.0,no,fail
productivity tips,https://www.youtube.com/@BasicMoney-lg2yh,Basic Money,/@BasicMoney-lg2yh,8.0,200.0,no,fail
productivity tips,https://www.youtube.com/@elizabethfilips,Elizabeth Filips,/@elizabethfilips,785000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@TODAY,TODAY,/@TODAY,4000000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@TheTimeManagementVault,The Time Management Vault,/@TheTimeManagementVault,6.0,200.0,no,fail
productivity tips,https://www.youtube.com/@MicrosoftDeveloper,Microsoft Developer,/@MicrosoftDeveloper,475000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@masterclasswithutkarsh,Masterclass With Utkarsh,/@masterclasswithutkarsh,50.0,200.0,no,fail
productivity tips,https://www.youtube.com/@becominganexpert,Becoming an Expert,/@becominganexpert,17300.0,200.0,no,fail
productivity tips,https://www.youtube.com/@ShannonMorse,Shannon Morse,/@ShannonMorse,103000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@RamaM..,Rama,/@RamaM..,129.0,200.0,no,fail
productivity tips,https://www.youtube.com/@NicoleLaeno,Nicole Laeno,/@NicoleLaeno,3030000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@learnfromblogs,Learn From Blogs,/@learnfromblogs,50.0,200.0,no,fail
productivity tips,https://www.youtube.com/@macvince,MacVince,/@macvince,15300.0,200.0,no,fail
productivity tips,https://www.youtube.com/@PeterAkkies,Peter Akkies,/@PeterAkkies,66800.0,200.0,no,fail
productivity tips,https://www.youtube.com/@TheJaneSheeba,Jane Sheeba,/@TheJaneSheeba,147000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@productiveuniverse,Productive Universe,/@productiveuniverse,7.0,200.0,no,fail
productivity tips,https://www.youtube.com/@tahmidspath,Tahmid's Path,/@tahmidspath,,200.0,no,fail
productivity tips,https://www.youtube.com/@Dailytekk,DailyTekk,/@Dailytekk,465000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@ByteReview,Byte Review,/@ByteReview,150000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@CADConcepts,CAD Concepts,/@CADConcepts,4920.0,200.0,no,fail
productivity tips,https://www.youtube.com/@ThePowerOfBelief1,The Power Of Belief,/@ThePowerOfBelief1,7160.0,200.0,no,fail
productivity tips,https://www.youtube.com/@BreannaQuan,Breanna Quan,/@BreannaQuan,908000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@SabaOmer_,Saba Omer,/@SabaOmer_,2980.0,200.0,no,fail
productivity tips,https://www.youtube.com/@newwaygrowth,New Way Growth,/@newwaygrowth,37.0,200.0,no,fail
productivity tips,https://www.youtube.com/@aliabdaal,Ali Abdaal,/@aliabdaal,4550000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@flowlabmentalfitnessforamb981,Flow Lab | Mental fitness for ambitious minds,/@flowlabmentalfitnessforamb981,1550.0,200.0,no,fail
productivity tips,https://www.youtube.com/@LeaDavid,Lea David,/@LeaDavid,33000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@HealthAndFitness1212,Health And Fitness,/@HealthAndFitness1212,1070.0,200.0,no,fail
productivity tips,https://www.youtube.com/@nikhilkotta24,Nikhil Kotta,/@nikhilkotta24,108.0,200.0,no,fail
productivity tips,https://www.youtube.com/@keepproductive,Keep Productive,/@keepproductive,341000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@randomfrankp,randomfrankp,/@randomfrankp,2160000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@Ryan_Mikael,Ryan Mikael,/@Ryan_Mikael,2540.0,200.0,no,fail
productivity tips,https://www.youtube.com/@Active-aura,Active Aura,/@Active-aura,66.0,200.0,no,fail
productivity tips,https://www.youtube.com/@TsangAssociatesPLC,"Tsang & Associates, PLC",/@TsangAssociatesPLC,17800.0,200.0,no,fail
productivity tips,https://www.youtube.com/@ChrisLawley,Christopher Lawley,/@ChrisLawley,165000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@TiffInTech,Tiff In Tech,/@TiffInTech,303000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@MINDSETREVOLUTIONMEDIA,MINDSET REVOLUTION,/@MINDSETREVOLUTIONMEDIA,5.0,200.0,no,fail
productivity tips,https://www.youtube.com/@glamourtalkpro,Glamour Talk,/@glamourtalkpro,8.0,200.0,no,fail
productivity tips,https://www.youtube.com/@ShootBit,ShootBit,/@ShootBit,629.0,200.0,no,fail
productivity tips,https://www.youtube.com/@ItsMeRuff,Ruff,/@ItsMeRuff,88900.0,200.0,no,fail
productivity tips,https://www.youtube.com/@Growthgenius25,Growth Genius,/@Growthgenius25,385.0,200.0,no,fail
productivity tips,https://www.youtube.com/@SunnySaurya76,Sunny Saurya,/@SunnySaurya76,24.0,200.0,no,fail
productivity tips,https://www.youtube.com/@JALALTECH_TV,JALAL TECH TV,/@JALALTECH_TV,1640.0,200.0,no,fail
productivity tips,https://www.youtube.com/@MLCCADSystems,MLC CAD Systems,/@MLCCADSystems,18300.0,200.0,no,fail
productivity tips,https://www.youtube.com/@hikuogo,KUO GO,/@hikuogo,3.0,200.0,no,fail
productivity tips,https://www.youtube.com/@ZONEofTECH,ZONEofTECH,/@ZONEofTECH,1450000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@jennaredfield,"Jenna Redfield Notion, Productivity & Marketing",/@jennaredfield,8310.0,200.0,no,fail
productivity tips,https://www.youtube.com/@indigosoftware9625,Indigo Software,/@indigosoftware9625,1220.0,200.0,no,fail
productivity tips,https://www.youtube.com/@YourGrowthIndia,Your Growth,/@YourGrowthIndia,13600.0,200.0,no,fail
productivity tips,https://www.youtube.com/@ThinkMediaTV,Think Media,/@ThinkMediaTV,2590000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@HEADacoustics,"HEAD acoustics, Inc. - North America",/@HEADacoustics,40.0,200.0,no,fail
productivity tips,https://www.youtube.com/@reagentcoach,RE Agent Coach,/@reagentcoach,27.0,200.0,no,fail
productivity tips,https://www.youtube.com/@HorsesOnYT,Horses,/@HorsesOnYT,111000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@BettermentBoard,Betterment Board,/@BettermentBoard,1590.0,200.0,no,fail
productivity tips,https://www.youtube.com/@FlourishPlanner,Flourish Planner,/@FlourishPlanner,130000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@selfasserted,Self Asserted,/@selfasserted,5.0,200.0,no,fail
productivity tips,https://www.youtube.com/@desktime,DeskTime Time Tracking,/@desktime,2360.0,200.0,no,fail
productivity tips,https://www.youtube.com/@itGenius_,itGenius 🤓 Biz Tech Experts,/@itGenius_,28800.0,200.0,no,fail
productivity tips,https://www.youtube.com/@TheUltimateTrickster9378,The Ultimate Trickster,/@TheUltimateTrickster9378,25.0,200.0,no,fail
productivity tips,https://www.youtube.com/@ProspectivePlans,Prospective Plans,/@ProspectivePlans,1510.0,200.0,no,fail
productivity tips,https://www.youtube.com/@ShyamalaGandhimani,The One Percent Xtra,/@ShyamalaGandhimani,5940.0,200.0,no,fail
productivity tips,https://www.youtube.com/@readerscookies,Readers Cookies,/@readerscookies,291.0,200.0,no,fail
productivity tips,https://www.youtube.com/@frictionalstorytelling5924,Fact Or Fiction Lab,/@frictionalstorytelling5924,359.0,200.0,no,fail
productivity tips,https://www.youtube.com/@mindcarebydrsuresh,"MindCare : Counseling, CBT & Psychotherapy",/@mindcarebydrsuresh,2640.0,200.0,no,fail
productivity tips,https://www.youtube.com/@CompleteGameConsulting,Complete Game Consulting,/@CompleteGameConsulting,366.0,200.0,no,fail
productivity tips,https://www.youtube.com/@HumJeetenge,Hum Jeetenge,/@HumJeetenge,1400000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@ProductivityGame,Productivity Game,/@ProductivityGame,571000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@bettertb4,Better Than B4,/@bettertb4,54.0,200.0,no,fail
productivity tips,https://www.youtube.com/@theschoolofexperience,THE SCHOOL OF EXPERIENCE,/@theschoolofexperience,2400.0,200.0,no,fail
productivity tips,https://www.youtube.com/@realrish,Rish Dev,/@realrish,2320.0,200.0,no,fail
productivity tips,https://www.youtube.com/@officalSundayPodcast,The Sunday Podcast,/@officalSundayPodcast,132.0,200.0,no,fail
productivity tips,https://www.youtube.com/@bizcoachray,BizCoachRay,/@bizcoachray,281.0,200.0,no,fail
productivity tips,https://www.youtube.com/@AIInsightsInfo,AI Insights,/@AIInsightsInfo,363.0,200.0,no,fail
productivity tips,https://www.youtube.com/@zelihaakpinar,Zeliha Akpinar,/@zelihaakpinar,485000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@EmpoweringEncounters,Empowering Encounters,/@EmpoweringEncounters,141.0,200.0,no,fail
productivity tips,https://www.youtube.com/@RaghavsValueInvesting,Raghav's Value Investing,/@RaghavsValueInvesting,373000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@kgcareeracademy6845,K&G Career Academy,/@kgcareeracademy6845,5040.0,200.0,no,fail
productivity tips,https://www.youtube.com/@nastya.titova,Nastya,/@nastya.titova,1410.0,200.0,no,fail
productivity tips,https://www.youtube.com/@SalesforceHunt,Salesforce Hunt,/@SalesforceHunt,6360.0,200.0,no,fail
productivity tips,https://www.youtube.com/@Need_Fame,Need Fame,/@Need_Fame,,200.0,no,fail
productivity tips,https://www.youtube.com/@JetlapTechTips,Jetlap Tech Tips,/@JetlapTechTips,19000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@sambeckman,Sam Beckman,/@sambeckman,481000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@weknowstuff,We Know Stuff,/@weknowstuff,31.0,200.0,no,fail
productivity tips,https://www.youtube.com/@JessieMaeBooks,Jessie Mae,/@JessieMaeBooks,24600.0,200.0,no,fail
productivity tips,https://www.youtube.com/@everythingwealth,Everything Wealth,/@everythingwealth,1240.0,200.0,no,fail
productivity tips,https://www.youtube.com/@sagegrayson,"Sage Grayson, Life Editor",/@sagegrayson,10700.0,200.0,no,fail
productivity tips,https://www.youtube.com/@thatnatalie,thatnatalie,/@thatnatalie,19.0,200.0,no,fail
productivity tips,https://www.youtube.com/@mariana-vieira,Mariana Vieira,/@mariana-vieira,764000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@nperfectplans,NPerfect Plans,/@nperfectplans,1080.0,200.0,no,fail
productivity tips,https://www.youtube.com/@Lisaglamour,Lisa Glamour,/@Lisaglamour,171000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@Serenity7Business-xb5gn,Serenity7Business,/@Serenity7Business-xb5gn,,200.0,no,fail
productivity tips,https://www.youtube.com/@NLPCoachManmohanDutt,Dr Manmohan Dutt -Mindset Coach,/@NLPCoachManmohanDutt,6610.0,200.0,no,fail
productivity tips,https://www.youtube.com/@chiefstorytellingofficer,George Eapen,/@chiefstorytellingofficer,498.0,200.0,no,fail
productivity tips,https://www.youtube.com/@kaytieellis,Kaytie Ellis,/@kaytieellis,111.0,200.0,no,fail
productivity tips,https://www.youtube.com/@DEEPAKBAJAJ,DEEPAK BAJAJ,/@DEEPAKBAJAJ,1070000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@Pari-bo4tm,Pari 11:11,/@Pari-bo4tm,6410.0,200.0,no,fail
productivity tips,https://www.youtube.com/@naomifredrickA,Naomi A,/@naomifredrickA,48.0,200.0,no,fail
productivity tips,https://www.youtube.com/@mytipstv,My tips tv,/@mytipstv,1510000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@TheBestoftheBest-wg6uh,The Best of the Best,/@TheBestoftheBest-wg6uh,,200.0,no,fail
productivity tips,https://www.youtube.com/@professionallegacy,Professional's Legacy,/@professionallegacy,103000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@AtHomeWithQuita,AtHomeWithQuita,/@AtHomeWithQuita,243000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@sophia.j,Sophia J.,/@sophia.j,878.0,200.0,no,fail
productivity tips,https://www.youtube.com/@MissMilaRose,Mila Rose,/@MissMilaRose,5160.0,200.0,no,fail
productivity tips,https://www.youtube.com/@dpa3539,DPA,/@dpa3539,2100.0,200.0,no,fail
productivity tips,https://www.youtube.com/@EmpoweredLiving1999,Empowered Living,/@EmpoweredLiving1999,,200.0,no,fail
productivity tips,https://www.youtube.com/@progressivekreator,Progressive Kreator,/@progressivekreator,661.0,200.0,no,fail
productivity tips,https://www.youtube.com/@prashantkumarshow,Prashant Kumar Show,/@prashantkumarshow,31.0,200.0,no,fail
productivity tips,https://www.youtube.com/@DemetriPanici,Demetri Panici - Productivity Coach,/@DemetriPanici,12800.0,200.0,no,fail
productivity tips,https://www.youtube.com/@iamAImaster,AI Master,/@iamAImaster,28100.0,200.0,no,fail
productivity tips,https://www.youtube.com/@EDUx365,EDUx365,/@EDUx365,9770.0,200.0,no,fail
productivity tips,https://www.youtube.com/@TheMinimalMom,The Minimal Mom,/@TheMinimalMom,692000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@artup-,artup,/@artup-,212.0,200.0,no,fail
productivity tips,https://www.youtube.com/@angelo_magno,BECOME your BRAND,/@angelo_magno,97.0,200.0,no,fail
productivity tips,https://www.youtube.com/@SuperSaf,SuperSaf,/@SuperSaf,1950000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@Simone.Alexxis,Simone Alexis,/@Simone.Alexxis,3460.0,200.0,no,fail
productivity tips,https://www.youtube.com/@TabletPro,Tablet Pro,/@TabletPro,26800.0,200.0,no,fail
productivity tips,https://www.youtube.com/@anupamlife15,Anupam Life,/@anupamlife15,8029.999999999999,200.0,no,fail
productivity tips,https://www.youtube.com/@ashleedigitalstudio,AshLee Digital Studio,/@ashleedigitalstudio,1030.0,200.0,no,fail
productivity tips,https://www.youtube.com/@glassfullmedia3765,Glassfull Media,/@glassfullmedia3765,1100.0,200.0,no,fail
productivity tips,https://www.youtube.com/@asrarulhaq646,ASRAR UL HAQ,/@asrarulhaq646,1600.0,200.0,no,fail
productivity tips,https://www.youtube.com/@inspiredstewardship7552,Inspired Stewardship,/@inspiredstewardship7552,28.0,200.0,no,fail
productivity tips,https://www.youtube.com/@RoadmapPlus,Roadmap+,/@RoadmapPlus,52.0,200.0,no,fail
productivity tips,https://www.youtube.com/@lifestylesimpletips2855,Lifestyle Simple Tips,/@lifestylesimpletips2855,27800.0,200.0,no,fail
productivity tips,https://www.youtube.com/@aicheuisc,AIChE UI SC,/@aicheuisc,39.0,200.0,no,fail
productivity tips,https://www.youtube.com/@MikeDeeOfficial,Mike Dee,/@MikeDeeOfficial,1140000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@zimfhy,ZIMFHY Creations,/@zimfhy,356.0,200.0,no,fail
productivity tips,https://www.youtube.com/@leanlailacaba,Le-an Lai Lacaba,/@leanlailacaba,16400.0,200.0,no,fail
productivity tips,https://www.youtube.com/@Jeevithamastu,Jeevithamastu,/@Jeevithamastu,68400.0,200.0,no,fail
productivity tips,https://www.youtube.com/@Evolveyourself-gv6uv,Evolve yourself,/@Evolveyourself-gv6uv,,200.0,no,fail
productivity tips,https://www.youtube.com/@The_Finance_Hub,The Finance Hub,/@The_Finance_Hub,48.0,200.0,no,fail
productivity tips,https://www.youtube.com/@HardresetInfo,HardReset.Info,/@HardresetInfo,994000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@NoBoilerplate,No Boilerplate,/@NoBoilerplate,122000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@IgorRupieta,Igor Rupieta,/@IgorRupieta,16600.0,200.0,no,fail
productivity tips,https://www.youtube.com/@RebeccaJayy,Rebecca Jay,/@RebeccaJayy,232000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@InspirationalLion,Inspirational Lion,/@InspirationalLion,345.0,200.0,no,fail
productivity tips,https://www.youtube.com/@biglou3026,BiG Lou,/@biglou3026,835.0,200.0,no,fail
productivity tips,https://www.youtube.com/@Abdulviewtech,Abdulviewtech,/@Abdulviewtech,6000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@HomeboundAdventues,Homebound Adventures,/@HomeboundAdventues,180.0,200.0,no,fail
productivity tips,https://www.youtube.com/@ashborland,Mortgage Marketing Podcast,/@ashborland,1840.0,200.0,no,fail
productivity tips,https://www.youtube.com/@mindfulgrowth13,Mindful Growth,/@mindfulgrowth13,10.0,200.0,no,fail
productivity tips,https://www.youtube.com/@lifehackninjas,Life Hack Ninjas,/@lifehackninjas,155.0,200.0,no,fail
productivity tips,https://www.youtube.com/@Uncover18,Explore the Uncover,/@Uncover18,149.0,200.0,no,fail
productivity tips,https://www.youtube.com/@SariKaur02,Sari Kaur,/@SariKaur02,30.0,200.0,no,fail
productivity tips,https://www.youtube.com/@ReadAmazingBooks,Read Amazing Books,/@ReadAmazingBooks,706.0,200.0,no,fail
productivity tips,https://www.youtube.com/@GreaserFriday1,Greaser Friday,/@GreaserFriday1,,200.0,no,fail
productivity tips,https://www.youtube.com/@TopTierPicks.Reviews,Top Tier Picks,/@TopTierPicks.Reviews,45.0,200.0,no,fail
productivity tips,https://www.youtube.com/@InspoGPT,InspoGPT,/@InspoGPT,1740.0,200.0,no,fail
productivity tips,https://www.youtube.com/@MIND10Xofficial,MIND 10X,/@MIND10Xofficial,2.0,200.0,no,fail
productivity tips,https://www.youtube.com/@JoeBond1,Joe Bond,/@JoeBond1,64.0,200.0,no,fail
productivity tips,https://www.youtube.com/@LivingOrderSA,LivingOrderSA,/@LivingOrderSA,2120.0,200.0,no,fail
productivity tips,https://www.youtube.com/@ShamBookWorld,Cognitive Sham Bookworld,/@ShamBookWorld,265.0,200.0,no,fail
productivity tips,https://www.youtube.com/@dhlawrencexvii,David H. Lawrence XVII,/@dhlawrencexvii,2220.0,200.0,no,fail
productivity tips,https://www.youtube.com/@BetterLifeMaids,Better Life Maids,/@BetterLifeMaids,281.0,200.0,no,fail
productivity tips,https://www.youtube.com/@morgan_wermuth,Morgan Wermuth,/@morgan_wermuth,24.0,200.0,no,fail
productivity tips,https://www.youtube.com/@booksforever2518,Books Forever தமிழ்,/@booksforever2518,948.0,200.0,no,fail
productivity tips,https://www.youtube.com/@greatstories757,Great Stories 1M,/@greatstories757,376.0,200.0,no,fail
productivity tips,https://www.youtube.com/@MyOnlineTrainingHub,MyOnlineTrainingHub,/@MyOnlineTrainingHub,538000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@RyansTechMedia,Ryan's Tech,/@RyansTechMedia,5610.0,200.0,no,fail
productivity tips,https://www.youtube.com/@RASHMIYOGARSUTRA,RASHMI-YOGARSUTRA,/@RASHMIYOGARSUTRA,524.0,200.0,no,fail
productivity tips,https://www.youtube.com/@MisterProton,Mister Proton,/@MisterProton,4140000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@leanadeeb,Leana Deeb,/@leanadeeb,1160000.0,200.0,no,fail
productivity tips,https://www.youtube.com/@BookSummaryInHindi,Book Summary In Hindi,/@BookSummaryInHindi,4210.0,200.0,no,fail
productivity tips,https://www.youtube.com/@bitsize3,BiteSizeMix,/@bitsize3,252.0,200.0,,
productivity tips,https://www.youtube.com/@buraqx99,Buraq,/@buraqx99,8.0,200.0,no,fail
productivity tips,https://www.youtube.com/@Ilmastudy,Ilma ki study tips,/@Ilmastudy,5.0,200.0,no,fail
productivity tips,https://www.youtube.com/@ReadersHubAudiobook,Readers Hub,/@ReadersHubAudiobook,18900.0,200.0,no,fail
productivity tips,https://www.youtube.com/@JonnyBoyd,Jonny Boyd,/@JonnyBoyd,636.0,200.0,no,fail
productivity tips,https://www.youtube.com/@technologyforstudentsandte5816,Information Technology Skills Tips and Tricks,/@technologyforstudentsandte5816,1030.0,200.0,no,fail
productivity tips,https://www.youtube.com/@Healthpreneur,Healthpreneur,/@Healthpreneur,7100.0,200.0,no,fail
productivity tips,https://www.youtube.com/@MrWhiteCollar.,Mr.Whitecollar,/@MrWhiteCollar.,342.0,200.0,no,fail
productivity tips,https://www.youtube.com/@notimewriter,No Time Writer,/@notimewriter,32.0,200.0,no,fail
productivity tips,https://www.youtube.com/@EmmaCaitlain,Emma Caitlain,/@EmmaCaitlain,12900.0,200.0,no,fail
productivity tips,https://www.youtube.com/@TheConcentrationCollection,The Concentration Collection,/@TheConcentrationCollection,192.0,200.0,no,fail
